Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P0ADI4	P0ADI4	8	8	8	Enterobactin synthase component B;Isochorismatase;Aryl carrier protein	entB		1	8	8	8	8	8	8	30.2	30.2	30.2	32.554	285	285	0	16.716	34896	46633	31774	36815	53865	22971	43210	41991	39190	33897	33008	43997	32425	38177	53204	23945	44385	42405	38839	32890	8	8	8	8	8	8	8	8	8	8	34896	46633	31774	36815	53865	22971	43210	41991	39190	33897	33008	43997	32425	38177	53204	23945	44385	42405	38839	32890	8	8	8	8	8	8	8	8	8	8	30.2	388360000	388360000	8				801	1156;2473;10168;11071;12580;14299;16053;16321	True;True;True;True;True;True;True;True	1283;2763;11261;12403;14171;16075;18030;18325	1964;4237;16235;17922;20526;23192;25987;26390	2253;4882;18510;20421;23378;26393;29520;29966	2253;4882;18510;20421;23378;26393;29520;29966	1346;1347	94;266
P0ADI7	P0ADI7	5	5	4	Isochorismatase family protein YecD	yecD		1	5	5	4	4	4	4	25.5	25.5	21.8	20.452	188	188	0	8.2266	14045	18637	12009	15086	20252	14140	16736	16296	15648	14046	13282	17586	12304	15691	20015	14269	17175	16686	15486	13604	4	4	4	4	4	4	4	4	4	4	14045	18637	12009	15086	20252	14140	16736	16296	15648	14046	13282	17586	12304	15691	20015	14269	17175	16686	15486	13604	4	4	4	4	4	4	4	4	4	4	21.8	173760000	173760000	4				802	1646;11012;12859;14540;16312	True;True;True;True;True	1850;14484;16339;18315	2794;20959;23585;26377	3213;23865;26838;29952	3213;23865;26838;29952		
P0ADK0	P0ADK0	7	7	7	Uncharacterized protein YiaF	yiaF		1	7	7	7	7	7	7	35.6	35.6	35.6	25.663	236	236	0	38.215	28095	26387	23948	28509	28740	24612	29765	29699	27014	30240	26570	24939	24413	29080	28894	24965	30174	30504	26772	29162	8	8	8	8	8	8	8	8	8	8	28095	26387	23948	28509	28740	24612	29765	29699	27014	30240	26570	24939	24413	29080	28894	24965	30174	30504	26772	29162	8	8	8	8	8	8	8	8	8	8	35.6	891270000	891270000	8				803	589;9607;10145;10158;10159;12957;16863	True;True;True;True;True;True;True	657;658;10640;11238;11251;11252;14589;18940	1008;1009;15405;16207;16221;16222;21089;27269	1163;1164;17570;18480;18494;18495;24007;30939	1164;17570;18480;18494;18495;24007;30939	1348	46
P0ADK6	P0ADK6	6	6	6	Protein YibA	yibA		1	6	6	6	6	6	6	23.9	23.9	23.9	31.873	280	280	0	23.033	33609	33564	29810	34746	36960	35549	37819	35790	33751	34640	31789	31713	30325	35616	37093	35665	38344	36935	33475	33446	6	6	6	6	6	6	6	6	6	6	33609	33564	29810	34746	36960	35549	37819	35790	33751	34640	31789	31713	30325	35616	37093	35665	38344	36935	33475	33446	6	6	6	6	6	6	6	6	6	6	23.9	121460000	121460000	6				804	2733;8334;8672;11956;15267;17628	True;True;True;True;True;True	3045;9279;9637;13490;17149;19785	4633;13579;14065;19583;24744;28451	5328;15547;16082;22313;28145;32306	5328;15547;16082;22313;28145;32306		
P0ADK8	P0ADK8	7	7	7	Uncharacterized protein YibL	yibL		1	7	7	7	7	7	7	59.2	59.2	59.2	13.696	120	120	0	16.14	72587	69426	67389	71764	79599	69820	79463	69839	81162	75082	68666	65597	68305	73511	80057	70212	80940	72315	80011	72315	9	9	9	9	9	9	9	9	9	9	72587	69426	67389	71764	79599	69820	79463	69839	81162	75082	68666	65597	68305	73511	80057	70212	80940	72315	80011	72315	9	9	9	9	9	9	9	9	9	9	59.2	507200000	507200000	9				805	1774;4252;6364;7203;7204;8557;10299	True;True;True;True;True;True;True	1989;4732;7069;7070;8018;8019;9517;11400	3025;3026;7082;10383;10384;11757;11758;13897;16409	3479;3480;8100;11854;11855;13480;13481;15898;18709	3479;8100;11855;13480;13481;15898;18709	1349	100
P0ADN2	P0ADN2	10	10	10	UPF0438 protein YifE	yifE		1	10	10	10	10	10	10	75	75	75	13.133	112	112	0	34.642	141710	175450	142500	151360	179400	144010	150340	162500	156180	149190	134100	165600	143850	156760	179480	145190	154590	166780	153860	144240	21	21	21	21	21	21	21	21	21	21	141710	175450	142500	151360	179400	144010	150340	162500	156180	149190	134100	165600	143850	156760	179480	145190	154590	166780	153860	144240	21	21	21	21	21	21	21	21	21	21	75	10523000000	10523000000	22				806	520;3497;4381;4382;5079;5870;7008;7037;9372;13241	True;True;True;True;True;True;True;True;True;True	579;3898;4888;4889;5648;6533;7797;7833;10380;14909	892;893;5865;7308;7309;7310;8385;9612;11435;11482;15056;15057;21534;21535;21536;21537	1030;1031;6703;8370;8371;8372;8373;9609;10974;10975;13071;13130;13131;13132;17170;17171;24532;24533;24534;24535;24536;24537	1030;6703;8371;8373;9609;10974;13071;13132;17170;24533		
P0ADN6	P0ADN6	2	2	2	Uncharacterized lipoprotein YifL	yifL		1	2	2	2	2	2	2	50.7	50.7	50.7	7.1771	67	67	0	15.295	6429.7	6195.6	6266.3	6495.4	6759.5	6187	6585.9	6226	6214.3	6379.3	6083.5	5854.4	6324.9	6646	6827.6	6227.8	6702	6435.8	6147.4	6150.9	3	3	3	3	3	3	3	3	3	3	6429.7	6195.6	6266.3	6495.4	6759.5	6187	6585.9	6226	6214.3	6379.3	6083.5	5854.4	6324.9	6646	6827.6	6227.8	6702	6435.8	6147.4	6150.9	3	3	3	3	3	3	3	3	3	3	50.7	141730000	141730000	3				807	1753;11378	True;True	1964;12842	2969;2970;18649	3411;3412;21265	3411;21265		
P0ADP0	P0ADP0	5	5	5	Flavin mononucleotide phosphatase YigB	yigB		1	5	5	5	5	5	5	23.9	23.9	23.9	27.122	238	238	0	21.234	17466	17615	15054	17812	21790	15695	19519	19444	17504	17015	16518	16641	15375	18243	21681	15905	19923	19872	17357	16471	6	6	6	6	6	6	6	6	6	6	17466	17615	15054	17812	21790	15695	19519	19444	17504	17015	16518	16641	15375	18243	21681	15905	19923	19872	17357	16471	6	6	6	6	6	6	6	6	6	6	23.9	180580000	180580000	6				808	3406;3473;8976;9882;14062	True;True;True;True;True	3799;3872;9961;10934;15805	5727;5728;5824;14490;15786;22784	6548;6549;6658;16546;17999;25937	6549;6658;16546;17999;25937		
P0ADP2	P0ADP2	5	5	5	Uncharacterized protein YigI	yigI		1	5	5	5	5	5	5	29.7	29.7	29.7	17.163	155	155	0	11.27	21368	26827	20859	22786	28761	20259	25926	25251	23284	21131	20218	25319	21124	23602	28677	20522	26454	25772	23087	20482	5	5	5	5	5	5	5	5	5	5	21368	26827	20859	22786	28761	20259	25926	25251	23284	21131	20218	25319	21124	23602	28677	20522	26454	25772	23087	20482	5	5	5	5	5	5	5	5	5	5	29.7	382240000	382240000	5				809	1117;5376;6976;13681;16054	True;True;True;True;True	1241;5983;7760;15378;18031	1907;8839;11388;22162;25988	2190;10103;13016;25233;29521	2190;10103;13016;25233;29521		
P0ADP7	P0ADP7	1	1	1	Ubiquinone biosynthesis protein UbiJ	ubiJ		1	1	1	1	1	1	1	5.5	5.5	5.5	22.152	201	201	0	3.0334	949.87	812.26	639.38	752.82	798.73	726.28	598.65	830.44	1094.8	836.91	897.65	766.98	663.24	776.18	798.78	732.06	632.57	854.17	1059.2	807.27	1	1	1	1	1	1	1	1	1	1	949.87	812.26	639.38	752.82	798.73	726.28	598.65	830.44	1094.8	836.91	897.65	766.98	663.24	776.18	798.78	732.06	632.57	854.17	1059.2	807.27	1	1	1	1	1	1	1	1	1	1	5.5	11971000	11971000	1				810	18095	True	20314	29198	33142	33142		
P0ADP9	P0ADP9	4	4	4	Protein YihD	yihD		1	4	4	4	4	4	4	47.2	47.2	47.2	10.273	89	89	0	22.509	33852	42016	30609	37386	44808	35158	38962	39648	36695	34792	32021	39664	31171	38633	44549	35462	39879	40644	36303	33678	5	5	5	5	5	5	5	5	5	5	33852	42016	30609	37386	44808	35158	38962	39648	36695	34792	32021	39664	31171	38633	44549	35462	39879	40644	36303	33678	5	5	5	5	5	5	5	5	5	5	47.2	1301200000	1301200000	5				811	2369;3329;4356;10009	True;True;True;True	2650;3716;4863;11090	4065;5603;7278;7279;16017	4686;6412;8337;8338;18272	4686;6412;8338;18272		
P0ADQ2	P0ADQ2	7	7	7	Uncharacterized protein YiiD	yiiD		1	7	7	7	7	7	7	28.6	28.6	28.6	37.094	329	329	0	33.54	31141	27298	35040	30377	33559	27393	38383	31230	28715	28749	29482	25805	35050	30955	34202	27693	38574	32043	28744	27793	8	8	8	8	8	8	8	8	8	8	31141	27298	35040	30377	33559	27393	38383	31230	28715	28749	29482	25805	35050	30955	34202	27693	38574	32043	28744	27793	8	8	8	8	8	8	8	8	8	8	28.6	421770000	421770000	8				812	5201;6279;7091;8141;9436;10721;12133	True;True;True;True;True;True;True	5781;6970;7896;9066;10448;11865;13679	8557;10251;11561;13260;15154;15155;17057;19859	9798;11701;13233;15190;17285;17286;19430;22632	9798;11701;13233;15190;17286;19430;22632		
P0ADQ7	P0ADQ7	3	3	3	Uncharacterized protein YgaM	ygaM		1	3	3	3	3	3	3	22.9	22.9	22.9	11.847	109	109	0	5.314	25052	54574	25751	23391	26677	23723	28959	82389	24269	33850	23708	51376	25906	25926	27046	24563	29240	81389	24145	33781	3	3	3	3	3	3	3	3	3	3	25052	54574	25751	23391	26677	23723	28959	82389	24269	33850	23708	51376	25906	25926	27046	24563	29240	81389	24145	33781	3	3	3	3	3	3	3	3	3	3	22.9	414090000	414090000	3				813	2368;5774;14604	True;True;True	2649;6427;16413	4064;9472;23703	4685;10818;26974	4685;10818;26974		
P0ADR6	P0ADR6	12	12	12	Ribosomal RNA large subunit methyltransferase M	rlmM		1	12	12	12	12	12	12	34.4	34.4	34.4	41.905	366	366	0	52.108	63593	62710	59664	64563	71161	61742	72876	68931	66338	66864	60160	59251	60448	66120	71554	62229	73921	70879	65733	64556	17	17	17	16	17	17	17	17	17	17	63593	62710	59664	64563	71161	61742	72876	68931	66338	66864	60160	59251	60448	66120	71554	62229	73921	70879	65733	64556	17	17	17	16	17	17	17	17	17	17	34.4	945530000	945530000	17				814	2300;3547;3700;3938;4172;8290;8420;8573;9206;12763;13101;16149	True;True;True;True;True;True;True;True;True;True;True;True	2573;3954;4122;4382;4637;9230;9368;9534;10208;14370;14755;18135	3923;5946;5947;5948;6199;6578;6579;6953;13513;13697;13698;13919;14834;20796;21308;26130	4511;6791;6792;6793;7088;7532;7533;7534;7950;15474;15676;15677;15923;16919;23676;24247;29677	4511;6791;7088;7532;7950;15474;15677;15923;16919;23676;24247;29677		
P0ADR8	P0ADR8	19	19	19	LOG family protein YgdH	ygdH		1	19	19	19	19	19	19	45.8	45.8	45.8	50.971	454	454	0	161.29	83647	78683	72480	80963	92982	75737	91592	86425	77939	82471	79110	74342	73874	82907	93115	76438	92925	88762	77481	79657	26	26	26	26	26	26	26	26	26	26	83647	78683	72480	80963	92982	75737	91592	86425	77939	82471	79110	74342	73874	82907	93115	76438	92925	88762	77481	79657	26	26	26	26	26	26	26	26	26	26	45.8	1795500000	1795500000	26				815	618;902;3070;3147;4166;4934;7391;7823;9249;10729;10730;10814;11404;13364;13414;13539;14739;16283;16511	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	688;1003;3419;3512;3513;4630;4631;5482;8229;8230;8716;10252;11873;11874;11996;11997;12870;15040;15092;15225;16562;18283;18533	1049;1539;5152;5290;5291;6943;6944;8143;12076;12077;12078;12773;12774;14887;17069;17070;17268;17269;18691;21717;21782;21962;23918;26335;26702	1209;1770;5897;6053;6054;7939;7940;9326;13859;13860;13861;14653;14654;16982;19444;19445;19682;19683;21313;21314;24747;24816;25013;27224;29909;30323	1209;1770;5897;6054;7939;9326;13859;14653;16982;19444;19445;19683;21313;24747;24816;25013;27224;29909;30323	1350;1351;1352;1353;1354;1355	190;194;353;361;370;426
P0ADS2	P0ADS2	3	3	3	Cell division protein ZapA	zapA		1	3	3	3	3	3	3	33.9	33.9	33.9	12.594	109	109	0	20.725	10533	13796	9570.3	11998	15238	10841	11346	12520	12420	13124	9963.3	13022	9754.2	12410	15075	10964	11765	12883	12209	12647	4	4	4	4	4	4	4	3	4	4	10533	13796	9570.3	11998	15238	10841	11346	12520	12420	13124	9963.3	13022	9754.2	12410	15075	10964	11765	12883	12209	12647	4	4	4	4	4	4	4	3	4	4	33.9	110870000	110870000	4				816	2327;3321;11052	True;True;True	2602;3706;3707;12374	3970;5592;5593;17888	4567;6400;6401;20383	4567;6401;20383	1356;1357	79;85
P0ADS6	P0ADS6	13	13	13	Uncharacterized protein YggE	yggE		1	13	13	13	13	13	13	46.3	46.3	46.3	26.635	246	246	0	55.408	156780	161790	136360	154370	184660	160640	169400	166340	165580	161520	148270	152790	139040	159050	184320	161110	173060	171500	163540	155940	21	21	21	21	21	21	21	21	21	21	156780	161790	136360	154370	184660	160640	169400	166340	165580	161520	148270	152790	139040	159050	184320	161110	173060	171500	163540	155940	21	21	21	21	21	21	21	21	21	21	46.3	8269200000	8269200000	21				817	120;747;2777;8511;9499;10046;14582;14583;15494;15670;15908;15909;17785	True;True;True;True;True;True;True;True;True;True;True;True;True	140;830;3093;9469;10522;11134;16389;16390;17413;17601;17868;17869;19960;19961	235;1270;4688;13842;15250;15251;16076;16077;16078;16079;23665;23666;25125;25126;25384;25385;25386;25756;25757;28679;28680	279;1475;5388;15840;17391;17392;18340;18341;18342;18343;26931;26932;28565;28566;28848;28849;28850;29267;29268;32562;32563	279;1475;5388;15840;17391;18343;26931;26932;28566;28849;29267;29268;32563	1358	198
P0ADS9	P0ADS9	5	5	5	Uncharacterized protein YggN	yggN		1	5	5	5	5	5	5	20.1	20.1	20.1	26.429	239	239	0	17.065	19028	24016	20429	19989	26917	19367	22457	23064	22563	22118	18010	22664	20562	20760	26869	19528	23076	23658	22258	21360	5	5	5	5	5	5	5	5	5	5	19028	24016	20429	19989	26917	19367	22457	23064	22563	22118	18010	22664	20562	20760	26869	19528	23076	23658	22258	21360	5	5	5	5	5	5	5	5	5	5	20.1	294660000	294660000	5				818	7871;13131;13718;14484;17263	True;True;True;True;True	8770;14789;15417;16276;19380	12848;21355;22214;23488;27872	14734;24297;25291;26723;31619	14734;24297;25291;26723;31619		
P0ADT2	P0ADT2	3	3	3	UPF0441 protein YgiB	ygiB		1	3	3	3	3	3	3	11.2	11.2	11.2	23.479	223	223	0	7.2355	10810	10978	9188.3	10381	11376	10691	11510	11223	11012	11324	10223	10367	9372.4	10701	11416	10730	11696	11578	10886	10922	5	5	5	5	5	5	5	5	5	5	10810	10978	9188.3	10381	11376	10691	11510	11223	11012	11324	10223	10367	9372.4	10701	11416	10730	11696	11578	10886	10922	5	5	5	5	5	5	5	5	5	5	11.2	141790000	141790000	5				819	12035;12077;18059	True;True;True	13575;13617;20278	19728;19781;19782;29154	22483;22484;22542;22543;33095	22484;22543;33095		
P0ADT5	P0ADT5	9	9	9	Putative acid--amine ligase YgiC	ygiC		1	9	9	9	9	9	9	27.2	27.2	27.2	45.025	386	386	0	26.809	35370	54801	33960	41177	56015	37208	45469	47096	45471	43010	33464	51691	34527	43047	55393	37677	46790	48154	44866	41589	14	14	14	14	14	14	14	14	14	14	35370	54801	33960	41177	56015	37208	45469	47096	45471	43010	33464	51691	34527	43047	55393	37677	46790	48154	44866	41589	14	14	14	14	14	14	14	14	14	14	27.2	401450000	401450000	14				820	1139;3757;9116;9220;10457;15117;16353;17433;18138	True;True;True;True;True;True;True;True;True	1265;1266;4186;10109;10222;11578;16984;18359;18360;19564;20360	1938;1939;6300;14703;14704;14849;16653;24528;26448;26449;28126;28127;29256	2223;2224;7210;16777;16778;16779;16936;18973;27912;30034;30035;31919;31920;33206	2224;7210;16778;16936;18973;27912;30034;31919;33206	1359;1360;1361;1362	58;73;333;376
P0ADT8	P0ADT8	5	5	5	Uncharacterized protein YgiM	ygiM		1	5	5	5	5	5	5	21.4	21.4	21.4	23.076	206	206	0	19.707	21859	18485	18905	21497	20447	18958	22925	20863	18946	19577	20673	17479	19230	21848	20690	19177	23107	21443	18863	18917	5	5	5	5	5	5	5	5	5	5	21859	18485	18905	21497	20447	18958	22925	20863	18946	19577	20673	17479	19230	21848	20690	19177	23107	21443	18863	18917	5	5	5	5	5	5	5	5	5	5	21.4	178820000	178820000	5				821	10473;11480;14674;14758;15960	True;True;True;True;True	11598;12960;16492;16582;17923	16690;18848;23827;23946;25836	19017;21498;27120;27254;29357	19017;21498;27120;27254;29357		
P0ADU2	P0ADU2	5	5	5	Probable quinol monooxygenase YgiN	ygiN		1	5	5	5	5	5	5	30.8	30.8	30.8	11.532	104	104	0	16.762	61883	82359	57435	66365	86164	63101	67752	69360	67492	68199	58540	77711	58406	69066	85483	63601	69843	71386	66605	65823	7	7	7	7	7	7	7	7	7	7	61883	82359	57435	66365	86164	63101	67752	69360	67492	68199	58540	77711	58406	69066	85483	63601	69843	71386	66605	65823	7	7	7	7	7	7	7	7	7	7	30.8	1426200000	1426200000	7				822	2052;2053;5754;8378;12338	True;True;True;True;True	2306;2307;6405;6406;9325;13902	3522;3523;3524;9446;9447;13632;20165	4063;4064;4065;10789;10790;15601;22975	4064;4065;10789;15601;22975	1363	95
P0ADU5	P0ADU5	5	5	5	Protein YgiW	ygiW		1	5	5	5	5	5	5	33.1	33.1	33.1	14.011	130	130	0	15.677	20981	30694	19714	23215	33315	21952	25838	25835	26476	23373	19849	28953	20076	24273	32900	22152	26677	26468	26096	22606	6	6	6	6	6	6	6	6	6	6	20981	30694	19714	23215	33315	21952	25838	25835	26476	23373	19849	28953	20076	24273	32900	22152	26677	26468	26096	22606	6	6	6	6	6	6	6	6	6	6	33.1	445400000	445400000	6				823	2358;2359;8175;14154;17455	True;True;True;True;True	2638;2639;9103;15901;19590	4046;4047;4048;13304;22916;28157	4665;4666;4667;15237;26085;31956	4665;4666;15237;26085;31956		
P0ADV1	P0ADV1	2	2	2	Lipopolysaccharide export system protein LptA	lptA		1	2	2	2	2	2	2	17.3	17.3	17.3	20.127	185	185	0	5.7894	2933.7	3387.7	2637.1	3077	3866.2	2860.8	2686.8	3535.5	3269.9	2535.3	2774.9	3198.4	2677.4	3167.4	3834.7	2890.4	2803.7	3596.6	3201.7	2469.1	2	2	1	1	2	1	1	1	1	1	2933.7	3387.7	2637.1	3077	3866.2	2860.8	2686.8	3535.5	3269.9	2535.3	2774.9	3198.4	2677.4	3167.4	3834.7	2890.4	2803.7	3596.6	3201.7	2469.1	2	2	1	1	2	1	1	1	1	1	17.3	52947000	52947000	2				824	2564;17120	True;True	2859;19218	4359;27653	5011;31371	5011;31371		
P0ADV5	P0ADV5	8	8	8	Uncharacterized protein YhbW	yhbW		1	8	8	8	8	8	8	29.3	29.3	29.3	37.129	335	335	0	39.065	27195	27936	24718	27200	34348	22745	27506	27446	25624	28935	25724	26386	25137	27901	34189	23111	28276	28220	25363	27881	11	11	11	11	11	11	11	11	11	11	27195	27936	24718	27200	34348	22745	27506	27446	25624	28935	25724	26386	25137	27901	34189	23111	28276	28220	25363	27881	11	11	11	11	11	11	11	11	11	11	29.3	315890000	315890000	11				825	2274;3018;3181;3415;7027;7124;7485;15097	True;True;True;True;True;True;True;True	2544;3367;3549;3808;7819;7936;8329;16961	3885;5074;5344;5738;11466;11633;12206;24492	4470;4471;4472;5812;6111;6562;6563;13112;13330;14006;27867	4471;5812;6111;6562;13112;13330;14006;27867	1364	128
P0ADV7	P0ADV7	9	9	9	Probable phospholipid-binding protein MlaC	mlaC		1	9	9	9	9	9	9	54.5	54.5	54.5	23.962	211	211	0	36.354	59702	67578	56998	66268	74520	66765	70840	67913	70269	75855	56483	63831	57746	68130	74536	67037	72267	70363	69353	72996	13	13	12	13	13	11	12	13	11	12	59702	67578	56998	66268	74520	66765	70840	67913	70269	75855	56483	63831	57746	68130	74536	67037	72267	70363	69353	72996	13	13	12	13	13	11	12	13	11	12	54.5	2745500000	2745500000	13				826	3544;6124;9941;11491;11903;12351;13675;15172;17548	True;True;True;True;True;True;True;True;True	3951;6804;10998;10999;12971;13427;13428;13917;15372;17044;19694	5943;9999;15866;15867;15868;18863;19509;19510;20184;22153;24598;28312	6788;11419;18089;18090;18091;18092;21514;22237;22238;22997;25224;27985;32140	6788;11419;18090;21514;22238;22997;25224;27985;32140	1365;1366	31;173
P0ADV9	P0ADV9	2	2	2	Lipopolysaccharide export system protein LptC	lptC		1	2	2	2	2	2	2	7.9	7.9	7.9	21.702	191	191	0	4.3357	7034.2	6445.8	6688.8	6684.7	6970.3	6488.4	7526.6	7481	6548	6416.6	6654.9	6090.5	6759.6	6845.9	7063.8	6537	7607.9	7658.8	6502.5	6215.1	2	2	2	2	2	2	2	2	2	2	7034.2	6445.8	6688.8	6684.7	6970.3	6488.4	7526.6	7481	6548	6416.6	6654.9	6090.5	6759.6	6845.9	7063.8	6537	7607.9	7658.8	6502.5	6215.1	2	2	2	2	2	2	2	2	2	2	7.9	54140000	54140000	2				827	11340;15568	True;True	12801;17491	18599;25230	21211;28679	21211;28679		
P0ADW3	P0ADW3	7	7	7	Inner membrane protein YhcB	yhcB		1	7	7	7	7	7	7	70.5	70.5	70.5	14.961	132	132	0	103.21	37266	34257	34459	37099	41024	34677	40456	37688	34876	40375	35252	32377	34939	37880	41230	34981	41055	38904	34649	38890	16	16	16	16	16	16	16	16	16	16	37266	34257	34459	37099	41024	34677	40456	37688	34876	40375	35252	32377	34939	37880	41230	34981	41055	38904	34649	38890	16	16	16	16	16	16	16	16	16	16	70.5	2220400000	2220400000	16				828	476;3360;8862;12766;12927;13622;14439	True;True;True;True;True;True;True	528;3750;9837;9838;14373;14557;15314;15315;16230	819;5655;14331;14332;14333;20799;20800;21053;21054;22077;22078;22079;23397	947;948;949;6467;6468;16375;16376;16377;23679;23680;23967;23968;25143;25144;25145;26614	947;6467;16375;23680;23967;25144;26614	1367;1368;1369	66;77;113
P0ADW8	P0ADW8	3	3	3	Uncharacterized protein YheV	yheV		1	3	3	3	3	3	3	34.8	34.8	34.8	7.5987	66	66	0	8.3372	5641.8	6465.3	5482.9	6424.7	7034	6334.3	5860.5	7187.5	6562	5743.6	5338	6107.3	5546.9	6597.7	7030.6	6374.8	6041	7349.6	6445	5574.6	3	3	3	3	3	3	3	3	3	3	5641.8	6465.3	5482.9	6424.7	7034	6334.3	5860.5	7187.5	6562	5743.6	5338	6107.3	5546.9	6597.7	7030.6	6374.8	6041	7349.6	6445	5574.6	3	3	3	3	3	3	3	3	3	3	34.8	49387000	49387000	3				829	2500;4323;8505	True;True;True	2792;4830;9463	4275;7241;13830	4920;8294;15826	4920;8294;15826		
P0ADX1	P0ADX1	4	4	4	Protein YhfA	yhfA		1	4	4	4	4	4	4	25.4	25.4	25.4	14.517	134	134	0	8.0133	15745	19764	14907	16093	20311	15213	18074	18677	17204	16452	14896	18649	15121	16734	20260	15362	18481	19096	17012	15923	6	6	6	6	6	6	6	6	6	6	15745	19764	14907	16093	20311	15213	18074	18677	17204	16452	14896	18649	15121	16734	20260	15362	18481	19096	17012	15923	6	6	6	6	6	6	6	6	6	6	25.4	166880000	166880000	6				830	1934;6564;12404;17595	True;True;True;True	2182;7311;13976;19745	3332;10745;20250;20251;28387	3842;12275;23069;23070;32227;32228	3842;12275;23070;32227	1370	118
P0ADX5	P0ADX5	1	1	1	Uncharacterized protein YhfG	yhfG		1	1	1	1	1	1	1	36.4	36.4	36.4	6.5985	55	55	0	3.0529	1372.9	1428	1196.9	1421.3	1590.9	1227.3	1595.1	1497.9	1714.2	1391.2	1298.4	1349	1220.2	1456.6	1591.4	1244.9	1626.8	1534	1686.4	1344.6	1	1	1	1	1	1	1	1	1	1	1372.9	1428	1196.9	1421.3	1590.9	1227.3	1595.1	1497.9	1714.2	1391.2	1298.4	1349	1220.2	1456.6	1591.4	1244.9	1626.8	1534	1686.4	1344.6	1	1	1	1	1	1	1	1	1	1	36.4	32066000	32066000	1				831	13370	True	15046	21725	24755	24755		
P0ADX7	P0ADX7	3	3	3	Uncharacterized protein YhhA	yhhA		1	3	3	3	3	3	3	30.1	30.1	30.1	16.624	146	146	0	26.909	2555.4	3719.7	2544.1	2604.1	3984.1	2453.3	3292.2	2972.9	3043.2	2803.5	2418	3507.5	2578.7	2739.5	3948.1	2477.6	3377.6	3046.3	3013.3	2708.6	3	3	3	3	3	3	3	3	3	3	2555.4	3719.7	2544.1	2604.1	3984.1	2453.3	3292.2	2972.9	3043.2	2803.5	2418	3507.5	2578.7	2739.5	3948.1	2477.6	3377.6	3046.3	3013.3	2708.6	3	3	3	3	3	3	3	3	3	3	30.1	30493000	30493000	3				832	11813;15509;16628	True;True;True	13332;17430;18664	19389;25150;26883	22107;28593;30513	22107;28593;30513	1371	119
P0ADX9	P0ADX9	5	5	5	Ribosomal RNA small subunit methyltransferase D	rsmD		1	5	5	5	5	5	5	24.7	24.7	24.7	21.677	198	198	0	7.9237	28858	29472	25074	32124	34246	26409	33781	30748	30365	31401	27293	27857	25577	32730	34201	26839	34315	31620	30106	30279	10	10	10	10	10	10	10	10	10	10	28858	29472	25074	32124	34246	26409	33781	30748	30365	31401	27293	27857	25577	32730	34201	26839	34315	31620	30106	30279	10	10	10	10	10	10	10	10	10	10	24.7	378840000	378840000	10				833	1959;6676;7813;15846;17528	True;True;True;True;True	2208;7434;8703;17794;19669;19670	3366;3367;3368;10924;10925;12758;25654;25655;28259;28260	3881;3882;3883;12474;12475;14638;29159;29160;32070;32071	3881;12474;14638;29160;32071		
