Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS2	Razor + unique peptides MS2	Unique peptides MS2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS2	Reporter intensity corrected 1 MS2	Reporter intensity corrected 2 MS2	Reporter intensity corrected 3 MS2	Reporter intensity corrected 4 MS2	Reporter intensity corrected 5 MS2	Reporter intensity corrected 6 MS2	Reporter intensity corrected 7 MS2	Reporter intensity corrected 8 MS2	Reporter intensity corrected 9 MS2	Reporter intensity 0 MS2	Reporter intensity 1 MS2	Reporter intensity 2 MS2	Reporter intensity 3 MS2	Reporter intensity 4 MS2	Reporter intensity 5 MS2	Reporter intensity 6 MS2	Reporter intensity 7 MS2	Reporter intensity 8 MS2	Reporter intensity 9 MS2	Reporter intensity count 0 MS2	Reporter intensity count 1 MS2	Reporter intensity count 2 MS2	Reporter intensity count 3 MS2	Reporter intensity count 4 MS2	Reporter intensity count 5 MS2	Reporter intensity count 6 MS2	Reporter intensity count 7 MS2	Reporter intensity count 8 MS2	Reporter intensity count 9 MS2	Sequence coverage MS2 [%]	Intensity	Intensity MS2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P10121	P10121	21	21	21	Signal recognition particle receptor FtsY	ftsY		1	21	21	21	21	21	21	49.3	49.3	49.3	54.513	497	497	0	323.31	169420	178680	162780	178480	199410	163440	187010	182910	178310	182000	160290	168790	164720	183020	200010	165080	190720	188210	176310	175600	35	35	35	35	35	35	35	35	35	35	169420	178680	162780	178480	199410	163440	187010	182910	178310	182000	160290	168790	164720	183020	200010	165080	190720	188210	176310	175600	35	35	35	35	35	35	35	35	35	35	49.3	3823500000	3823500000	36				1130	30;368;369;1839;2653;4299;5086;5249;5388;7159;8914;9295;11183;13940;14161;14974;16782;17476;18195;19160;21288	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	35;410;411;2110;3014;4852;5760;5938;6084;8058;10032;10471;12535;15977;16239;17131;19163;19164;19956;19957;20769;21852;24252	73;671;672;673;3264;4691;7526;8854;9077;9272;9273;12115;15089;15738;18590;23813;24221;25430;25431;28411;28412;28413;29637;29638;29639;30827;32413;32414;35865;35866	107;108;866;867;868;869;4160;5985;9508;11205;11473;11474;11710;11711;15293;19065;19888;23363;29860;30364;31869;31870;35584;35585;35586;35587;35588;37087;37088;37089;37090;38584;40522;40523;44815;44816	108;866;868;4160;5985;9508;11205;11474;11711;15293;19065;19888;23363;29860;30364;31870;35584;37090;38584;40522;44815	2225;2226	325;394
P10346	P10346	6	6	6	Glutamine transport ATP-binding protein GlnQ	glnQ		1	6	6	6	6	6	6	30.8	30.8	30.8	26.731	240	240	0	110.95	22304	29714	18685	22879	28738	17501	24921	26045	20489	22442	21092	28031	19139	23822	28512	17932	25430	26470	20404	21735	5	5	5	5	5	5	5	5	5	5	22304	29714	18685	22879	28738	17501	24921	26045	20489	22442	21092	28031	19139	23822	28512	17932	25430	26470	20404	21735	5	5	5	5	5	5	5	5	5	5	30.8	271010000	271010000	6				1131	978;1236;6643;8659;11035;13278	True;True;True;True;True;True	1109;1394;7492;9750;12379;15084	1715;2156;11269;14715;18388;22364	2201;2726;14226;18600;23109;28034	2201;2726;14226;18600;23109;28034		
P10371	P10371	7	7	7	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	hisA		1	7	7	7	7	7	7	35.1	35.1	35.1	26.032	245	245	0	82.014	28244	35180	27338	30768	39278	27588	32748	31973	30998	29247	26722	33208	27714	31810	39061	27905	33600	32783	30660	28279	6	6	6	6	6	6	6	6	6	6	28244	35180	27338	30768	39278	27588	32748	31973	30998	29247	26722	33208	27714	31810	39061	27905	33600	32783	30660	28279	6	6	6	6	6	6	6	6	6	6	35.1	310620000	310620000	8				1132	3909;8572;11469;12189;13140;16521;20679	True;True;True;True;True;True;True	4425;9650;12841;13662;14852;18866;23577	6864;14530;19006;20115;21951;27947;34905	8687;18363;23869;23870;25233;27520;35009;43594	8687;18363;23869;25233;27520;35009;43594	2227	1
P10378	P10378	16	16	16	Enterobactin synthase component E	entE		1	16	16	16	16	16	16	36.8	36.8	36.8	59.111	536	536	0	243.96	86246	84398	74058	90518	96716	75396	92296	88264	79825	83796	81565	79762	75542	92325	96736	76561	93820	90562	79292	80947	18	17	18	18	18	17	18	18	18	18	86246	84398	74058	90518	96716	75396	92296	88264	79825	83796	81565	79762	75542	92325	96736	76561	93820	90562	79292	80947	18	17	18	18	18	17	18	18	18	18	36.8	1010800000	1010800000	21				1133	1810;4725;4912;5193;8125;8624;9252;10847;11404;11836;12073;12335;16551;17441;18089;20894	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2079;5320;5529;5876;9154;9710;10422;10423;12173;12772;13247;13540;13822;18901;19915;20651;23812	3224;3225;8209;8495;8988;13769;14656;14657;15670;15671;18104;18918;19545;19962;20321;27994;29574;30672;35225	4112;4113;10384;10739;11364;11365;17341;18527;18528;18529;19807;19808;22766;23763;24525;25051;25489;35064;37007;38397;44006	4112;10384;10739;11364;17341;18528;19807;22766;23763;24525;25051;25489;35064;37007;38397;44006	2228	359
P10384	P10384	8	8	8	Long-chain fatty acid transport protein	fadL		1	8	8	8	8	8	8	27.4	27.4	27.4	48.541	446	446	0	134.35	59461	80782	56094	67593	86563	56295	77467	71170	71038	58548	56252	76237	57033	70025	85911	57228	79115	72576	70366	56777	13	13	13	13	13	13	13	13	13	13	59461	80782	56094	67593	86563	56295	77467	71170	71038	58548	56252	76237	57033	70025	85911	57228	79115	72576	70366	56777	13	13	13	13	13	13	13	13	13	13	27.4	1091800000	1091800000	13				1134	2120;2400;7612;9509;14187;16846;16847;18009	True;True;True;True;True;True;True;True	2423;2738;8591;10717;16266;19240;19241;20558	3760;3761;4281;4282;12919;16081;16082;16083;24257;28523;28524;30545	4795;4796;5466;5467;5468;16293;20307;20308;20309;30408;35715;35716;38237	4795;5468;16293;20307;30408;35715;35716;38237		
P10408	P10408	56	56	54	Protein translocase subunit SecA	secA		1	56	56	54	56	56	54	64.6	64.6	63.4	102.02	901	901	0	323.31	497920	486380	463290	519620	548460	481760	540410	530770	495910	543000	471030	459650	469520	530890	551390	486220	549260	546860	491200	523580	135	135	135	135	134	134	135	134	135	135	497920	486380	463290	519620	548460	481760	540410	530770	495910	543000	471030	459650	469520	530890	551390	486220	549260	546860	491200	523580	135	135	135	135	134	134	135	134	135	135	64.6	20577000000	20577000000	154				1135	964;1023;2073;3041;3400;3499;3769;4137;4335;4569;5319;6006;6531;6970;7720;7949;7982;8178;8239;8453;9278;9339;9610;9611;10117;10146;10411;10489;10639;10725;10979;10980;11364;11483;12341;13346;13347;13702;13722;13723;13777;13778;14547;15242;15243;15670;15825;15970;16555;18355;18514;18515;20635;20636;20915;21129	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1094;1159;2365;3440;3835;3836;3961;3962;4266;4677;4896;4897;4898;5150;5151;6011;6012;6773;7359;7360;7361;7854;8711;8959;8996;8997;9212;9280;9281;9522;10453;10517;10827;10828;11383;11384;11415;11416;11700;11784;11945;11946;12041;12042;12319;12320;12321;12726;12859;13828;15196;15197;15198;15199;15715;15740;15741;15798;15799;16658;17425;17426;17933;18104;18266;18905;20948;21146;21147;21148;21149;23526;23527;23528;23529;23833;24075	1696;1783;3642;5365;5366;5964;5965;5966;5967;5968;5969;6150;6151;6152;6153;6610;7247;7248;7589;7590;7591;7592;7958;7959;7960;7961;9166;9167;9168;10285;10286;11076;11077;11078;11079;11080;11805;13096;13481;13482;13528;13529;13530;13866;13867;13961;13962;14329;14330;15713;15714;15798;15799;16229;16230;17021;17022;17023;17065;17066;17067;17455;17568;17783;17784;17785;17915;17916;17917;17918;18316;18317;18318;18319;18859;18860;19030;20329;22550;22551;22552;22553;22554;23435;23473;23474;23475;23584;23585;23586;24789;25842;25843;25844;26574;26575;26826;27081;27999;31063;31368;31369;31370;31371;34835;34836;34837;34838;34839;34840;34841;34842;34843;35246;35247;35612;35613	2174;2283;4629;6822;6823;7580;7581;7582;7583;7584;7585;7797;7798;7799;7800;7801;8358;8359;8360;9149;9150;9584;9585;9586;9587;10062;10063;10064;10065;10066;10067;11581;11582;11583;13000;13001;13002;13977;13978;13979;13980;13981;13982;13983;13984;14884;16494;16495;16965;16966;17024;17025;17026;17027;17467;17468;17469;17470;17582;17583;17584;18084;18085;18086;18087;19857;19858;19859;19958;19959;19960;20492;20493;21486;21487;21488;21489;21490;21539;21540;21541;21996;22132;22391;22392;22393;22394;22395;22549;22550;22551;22552;22553;23022;23023;23024;23025;23698;23699;23897;23898;25498;25499;25500;28269;28270;28271;28272;28273;29389;29433;29434;29435;29436;29586;29587;29588;31051;31052;31053;31054;32388;32389;32390;32391;33284;33285;33623;33624;33960;35071;35072;38871;39244;39245;39246;39247;39248;39249;43511;43512;43513;43514;43515;43516;43517;43518;43519;43520;43521;44029;44030;44502;44503	2174;2283;4629;6823;7584;7800;8358;9150;9587;10065;11583;13000;13983;14884;16495;16965;17026;17467;17582;18085;19858;19960;20492;20493;21487;21540;21996;22132;22395;22552;23022;23023;23698;23897;25500;28270;28273;29389;29433;29436;29587;29588;31051;32388;32390;33285;33623;33960;35071;38871;39245;39248;43518;43521;44030;44502	2229;2230;2231;2232;2233;2234;2235;2236;2237;2238;2239;2240;2241;2242;2243;2244;2245;2246;2247	31;35;92;191;235;390;418;429;590;595;612;758;759;767;782;810;814;833;854
P10423	P10423	4	4	4	Alkaline phosphatase isozyme conversion protein	iap		1	4	4	4	4	4	4	11	11	11	37.92	345	345	0	30.398	3950.9	3851.7	3643.1	4360.2	4064.9	4988.2	4609.3	4691.8	4293	4593.6	3737.4	3641.5	3692.3	4456	4107.5	4976.8	4657	4856.1	4249.3	4434	2	2	2	2	2	2	2	2	2	2	3950.9	3851.7	3643.1	4360.2	4064.9	4988.2	4609.3	4691.8	4293	4593.6	3737.4	3641.5	3692.3	4456	4107.5	4976.8	4657	4856.1	4249.3	4434	2	2	2	2	2	2	2	2	2	2	11	38716000	38716000	5				1136	6447;8318;14349;15450	True;True;True;True	7264;9370;16447;17681	10957;14091;24495;26210	13806;13807;17761;30680;32830	13806;17761;30680;32830	2248	68
P10441	P10441	8	8	8	Lipid-A-disaccharide synthase	lpxB		1	8	8	8	8	8	8	25.7	25.7	25.7	42.382	382	382	0	57.511	6140.6	6104.8	6744.7	7116.4	7092.4	6818.8	7897.4	6168.1	6287.4	6986.6	5812.9	5772.7	6762.6	7240.4	7186.7	6853.1	7956.1	6422.8	6272	6721.4	5	5	5	5	5	5	5	5	5	5	6140.6	6104.8	6744.7	7116.4	7092.4	6818.8	7897.4	6168.1	6287.4	6986.6	5812.9	5772.7	6762.6	7240.4	7186.7	6853.1	7956.1	6422.8	6272	6721.4	5	5	5	5	5	5	5	5	5	5	25.7	199880000	199880000	9				1137	631;2039;2550;4852;4887;6460;6572;17782	True;True;True;True;True;True;True;True	710;711;2326;2902;5462;5497;7277;7405;20297	1104;1105;3586;4530;8397;8438;10974;11137;30166	1404;1405;4558;5793;10618;10668;13834;14061;37761	1405;4558;5793;10618;10668;13834;14061;37761	2249	260
P10443	P10443	20	20	20	DNA polymerase III subunit alpha	dnaE		1	20	20	20	20	20	20	18.6	18.6	18.6	129.9	1160	1160	0	155.93	55471	55085	53698	59782	61304	53313	60895	57349	55110	56078	52483	52064	54265	60992	61751	53883	61847	59059	54623	54132	17	17	17	17	17	17	17	17	17	17	55471	55085	53698	59782	61304	53313	60895	57349	55110	56078	52483	52064	54265	60992	61751	53883	61847	59059	54623	54132	17	17	17	17	17	17	17	17	17	17	18.6	402150000	402150000	22				1138	1325;2776;3490;5538;5790;6038;7355;7600;7941;8142;9024;9111;14524;15541;16495;16579;16750;17445;19822;21150	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1493;3155;3952;6249;6528;6807;8271;8578;8951;9172;10158;10253;16633;17781;18837;18934;19130;19920;22590;24100	2329;4935;4936;6140;9515;9930;10330;12427;12887;13470;13795;15259;15418;24759;26354;27900;28040;28355;29581;33490;35648	2952;6304;6305;7784;12008;12541;13058;15674;16251;16949;17371;19277;19500;31013;33007;34952;34953;35121;35513;37016;41885;44549	2952;6305;7784;12008;12541;13058;15674;16251;16949;17371;19277;19500;31013;33007;34953;35121;35513;37016;41885;44549		
P10903;P37758	P10903	4;1	4;1	4;1	Nitrate/nitrite transporter NarK	narK		2	4	4	4	4	4	4	10.6	10.6	10.6	49.693	463	463;462	0	73.768	23323	22168	20456	23130	23884	21496	25044	23167	21543	24071	22059	20947	20807	23664	24048	21686	25341	23898	21405	23202	4	4	4	4	4	4	4	4	4	4	23323	22168	20456	23130	23884	21496	25044	23167	21543	24071	22059	20947	20807	23664	24048	21686	25341	23898	21405	23202	4	4	4	4	4	4	4	4	4	4	10.6	311530000	311530000	4				1139	2060;5227;16343;20210	True;True;True;True	2349;5913;18678;23052	3621;9040;27672;34149	4604;11431;34680;42663	4604;11431;34680;42663		
P10907	P10907	5	5	5	sn-glycerol-3-phosphate import ATP-binding protein UgpC	ugpC		1	5	5	5	5	5	5	14.9	14.9	14.9	39.523	356	356	0	32.416	9518.8	9994.3	8371.5	10226	10541	9669.4	10138	10515	9299.7	10314	9002.9	9442.5	8521.4	10476	10563	9747	10316	10825	9211.6	9955.2	3	3	3	3	3	3	3	3	3	3	9518.8	9994.3	8371.5	10226	10541	9669.4	10138	10515	9299.7	10314	9002.9	9442.5	8521.4	10476	10563	9747	10316	10825	9211.6	9955.2	3	3	3	3	3	3	3	3	3	3	14.9	722540000	722540000	5				1140	3525;4945;9358;11088;20431	True;True;True;True;True	3990;5566;10539;12435;23293	6199;8543;15831;18458;34506	7863;10799;19998;23196;43091	7863;10799;19998;23196;43091		
P10908	P10908	9	9	9	Glycerophosphoryl diester phosphodiesterase	ugpQ		1	9	9	9	9	9	9	42.9	42.9	42.9	27.409	247	247	0	90.65	26438	25767	22502	26632	31973	23202	29191	28053	25812	22628	25003	24346	22995	27237	31845	23513	29755	28633	25612	21956	6	6	6	6	6	6	6	6	6	6	26438	25767	22502	26632	31973	23202	29191	28053	25812	22628	25003	24346	22995	27237	31845	23513	29755	28633	25612	21956	6	6	6	6	6	6	6	6	6	6	42.9	641370000	641370000	12				1141	3033;4561;6927;7430;9459;10698;13125;13526;19129	True;True;True;True;True;True;True;True;True	3431;5141;7806;8356;10645;12013;14826;14827;15472;21815	5349;7941;11742;11743;12539;15970;17878;21898;21899;21900;22982;32357	6805;10035;14808;14809;15821;20174;22510;27446;27447;27448;28794;40458	6805;10035;14809;15821;20174;22510;27446;28794;40458	2250;2251;2252;2253	37;109;110;128
P11071	P11071	17	17	17	Isocitrate dehydrogenase kinase/phosphatase	aceK		1	17	17	17	17	17	17	31.7	31.7	31.7	67.698	578	578	0	161.02	62023	58979	52944	61560	62832	54336	66486	68898	58922	63473	58655	55730	53961	62934	63223	55088	67294	70458	58459	61362	17	17	17	17	17	17	17	17	17	17	62023	58979	52944	61560	62832	54336	66486	68898	58922	63473	58655	55730	53961	62934	63223	55088	67294	70458	58459	61362	17	17	17	17	17	17	17	17	17	17	31.7	868260000	868260000	22				1142	311;347;2698;3210;4465;5037;5853;5867;6123;9143;11189;11815;12894;13559;15162;18164;19692	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	350;389;3067;3626;5038;5698;6596;6613;6898;10292;10293;12541;13226;14438;15524;15525;17338;20736;22446	596;641;4782;5668;7797;8773;10025;10049;10446;15479;15480;18597;19521;21198;23110;23111;25729;30787;33298	772;825;6097;7214;9852;11107;12662;12689;12690;13202;19573;19574;23371;24496;24497;26556;28962;28963;32246;32247;38537;41658	772;825;6097;7214;9852;11107;12662;12689;13202;19573;23371;24497;26556;28962;32246;38537;41658	2254;2255;2256;2257	47;348;419;535
P11289	P11289	1	1	1	Uncharacterized protein YfiL	yfiL		1	1	1	1	1	1	1	8.3	8.3	8.3	13.204	121	121	0.0056764	9.6692	2572.2	2505.9	2350	2328.2	2601.1	2552.6	2799.9	2477.9	2614.6	2735.4	2433.1	2366.3	2382.6	2405	2627.4	2552.8	2835.4	2570.8	2587.7	2633	1	1	1	1	1	1	1	1	1	1	2572.2	2505.9	2350	2328.2	2601.1	2552.6	2799.9	2477.9	2614.6	2735.4	2433.1	2366.3	2382.6	2405	2627.4	2552.8	2835.4	2570.8	2587.7	2633	1	1	1	1	1	1	1	1	1	1	8.3	3979500	3979500	1				1143	6558	True	7389	11115	14029	14029		
P11349	P11349	26	26	20	Respiratory nitrate reductase 1 beta chain	narH		1	26	26	20	26	26	20	47.7	47.7	37.7	58.066	512	512	0	300.93	122950	123730	113220	128270	135460	119160	136140	132150	126590	128390	116310	116910	114830	131280	136150	120250	138290	135920	125310	123950	29	29	29	29	29	29	29	29	29	29	122950	123730	113220	128270	135460	119160	136140	132150	126590	128390	116310	116910	114830	131280	136150	120250	138290	135920	125310	123950	29	29	29	29	29	29	29	29	29	29	47.7	2730300000	2730300000	38				1144	270;629;1265;2512;3065;3286;4254;6216;6502;7647;8794;8897;8958;10677;10801;12953;13815;15193;15760;15831;15968;16955;17242;19616;21327;21359	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	306;708;1424;1425;2858;3466;3710;4804;7009;7328;8631;9896;10013;10081;11988;12122;14543;15839;17371;18032;18110;18264;19357;19694;19695;22360;24297;24331	510;1101;2216;2217;4475;5401;5783;7441;10597;11040;11041;11042;12977;12978;14907;15060;15159;17843;18030;21397;23632;25773;26713;26833;27078;27079;28688;29203;29204;33165;33166;35927;35981	657;1401;2804;2805;5724;6867;6868;7355;9391;13383;13927;13928;13929;16360;16361;18849;19031;19156;19157;22464;22465;22683;26814;29644;32299;32300;33465;33632;33957;33958;35911;36548;36549;41483;41484;44892;44965;44966	657;1401;2804;5724;6868;7355;9391;13383;13927;16360;18849;19031;19156;22464;22683;26814;29644;32299;33465;33632;33958;35911;36548;41483;44892;44965	2258;2259	9;443
P11350;P0AF32	P11350;P0AF32	2;1	2;1	2;1	Respiratory nitrate reductase 1 gamma chain;Respiratory nitrate reductase 2 gamma chain	narI;narV	;	2	2	2	2	2	2	2	8	8	8	25.497	225	225;226	0.00097182	11.886	5454.2	6216	5114.3	6491.7	7160	6029.2	5392.1	5952.4	6005.6	8413.7	5159.8	5873.7	5191.1	6641.3	7120.7	6078.9	5590.4	6227.2	5899.7	8060.3	4	4	4	4	4	4	4	4	4	4	5454.2	6216	5114.3	6491.7	7160	6029.2	5392.1	5952.4	6005.6	8413.7	5159.8	5873.7	5191.1	6641.3	7120.7	6078.9	5590.4	6227.2	5899.7	8060.3	4	4	4	4	4	4	4	4	4	4	8	39321000	39321000	6				1145	269;21091	True;True	305;24032	506;507;508;509;35555	652;653;654;655;656;44436	654;44436	2260	42
P11447	P11447	7	7	7	Argininosuccinate lyase	argH		1	7	7	7	7	7	7	16.4	16.4	16.4	50.318	457	457	0	51.762	16306	19668	14769	18359	22503	16404	19973	19013	17344	16927	15424	18572	15050	18899	22341	16595	20380	19480	17225	16378	5	5	5	5	5	5	5	5	5	5	16306	19668	14769	18359	22503	16404	19973	19013	17344	16927	15424	18572	15050	18899	22341	16595	20380	19480	17225	16378	5	5	5	5	5	5	5	5	5	5	16.4	171870000	171870000	7				1146	3728;6425;7170;7461;10349;13729;20495	True;True;True;True;True;True;True	4221;7241;8069;8396;11632;15749;23365	6538;10926;12132;12602;17362;23488;34601	8268;13769;15316;15896;21888;29462;43212	8268;13769;15316;15896;21888;29462;43212	2261	280
P11454	P11454	21	21	21	Enterobactin synthase component F	entF		1	21	21	21	21	21	21	20.3	20.3	20.3	141.99	1293	1293	0	204.94	43227	46843	37795	42709	51064	38746	46812	45474	42836	44007	40883	44228	38524	44041	50973	39182	47746	46679	42435	42490	16	16	16	16	16	16	16	16	16	16	43227	46843	37795	42709	51064	38746	46812	45474	42836	44007	40883	44228	38524	44041	50973	39182	47746	46679	42435	42490	16	16	16	16	16	16	16	16	16	16	20.3	687240000	687240000	25				1147	104;1420;2305;2628;5262;5316;7812;7963;7984;8961;10761;10762;11050;11868;11884;14856;15269;15642;16389;18333;20016	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	119;1603;2638;2988;5952;6008;8817;8973;8999;10084;12081;12082;12394;13281;13298;16997;17458;17899;18724;20925;22825	206;2491;4118;4119;4653;9096;9163;13268;13499;13532;15162;17972;17973;18407;19584;19605;25233;25886;26529;27735;27736;31035;33831	269;3154;3155;5255;5256;5941;11495;11578;16706;16988;17029;19160;22617;22618;23131;24566;24591;31623;32442;33226;34752;34753;38839;38840;42288	269;3154;5256;5941;11495;11578;16706;16988;17029;19160;22617;22618;23131;24566;24591;31623;32442;33226;34753;38840;42288	2262;2263;2264	627;876;1249
P11557	P11557	15	15	15	Cell division protein DamX	damX		1	15	15	15	15	15	15	35.5	35.5	35.5	46.161	428	428	0	272.68	129080	125130	118620	126620	130540	121340	135980	129040	124230	136680	122110	118220	120200	129840	131840	122210	137830	133250	123070	131690	18	18	18	18	18	18	18	18	18	18	129080	125130	118620	126620	130540	121340	135980	129040	124230	136680	122110	118220	120200	129840	131840	122210	137830	133250	123070	131690	18	18	18	18	18	18	18	18	18	18	35.5	1741100000	1741100000	21				1148	1673;2292;5289;5290;5377;10385;13760;14482;15433;15675;16195;17611;17840;17844;18598	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1927;2624;5979;5980;6073;11673;15781;16591;17663;17938;18514;20113;20360;20364;21238	3006;3007;4097;9125;9126;9250;17416;23556;24709;26187;26188;26580;27440;29892;30254;30260;31505;31506;31507	3842;3843;3844;5226;11530;11531;11683;21951;29553;30957;32806;32807;33291;34388;34389;37425;37871;37877;39405;39406;39407	3842;5226;11530;11531;11683;21951;29553;30957;32807;33291;34388;37425;37871;37877;39405		
P11875	P11875	32	32	32	Arginine--tRNA ligase	argS		1	32	32	32	32	32	32	52.7	52.7	52.7	64.682	577	577	0	323.31	258490	276650	224000	269050	304170	234140	277220	275130	250260	253510	244470	261290	228470	276150	303530	237240	282740	282020	248070	245080	48	48	48	48	48	48	48	48	48	48	258490	276650	224000	269050	304170	234140	277220	275130	250260	253510	244470	261290	228470	276150	303530	237240	282740	282020	248070	245080	48	48	48	48	48	48	48	48	48	48	52.7	5473400000	5473400000	58				1149	550;551;2873;3054;4094;4231;4439;7361;8597;10048;10107;10275;10337;10572;10687;10723;11346;11405;11828;12041;12260;12604;12626;13314;14005;14192;14783;15490;15591;17357;18245;19969	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	617;618;3258;3259;3455;4627;4779;5010;5011;8277;9679;11303;11371;11552;11619;11620;11873;12002;12039;12706;12773;13239;13506;13741;14120;14143;14144;15148;15149;16050;16272;16273;16914;16915;17727;17728;17841;19822;20825;22748	972;973;974;5108;5109;5110;5383;7169;7170;7409;7762;7763;7764;12436;14602;16892;17005;17256;17257;17258;17345;17346;17690;17691;17863;17913;18830;18831;18919;19537;19922;19923;20222;20766;20799;20800;22472;22473;23923;24265;24266;25122;25123;26279;26280;26439;26440;29423;29424;30906;30907;33716	1236;1237;1238;6525;6526;6527;6528;6845;9059;9060;9351;9812;9813;9814;9815;15686;18455;21314;21464;21772;21773;21774;21775;21869;21870;22280;22281;22491;22547;23658;23659;23764;24517;25007;25008;25360;26033;26077;26078;28160;28161;29996;30416;30417;31488;31489;32916;32917;32918;33107;33108;36811;36812;38683;38684;38685;42152;42153	1237;1238;6525;6845;9060;9351;9815;15686;18455;21314;21464;21774;21870;22280;22491;22547;23658;23764;24517;25007;25360;26033;26077;28161;29996;30416;31488;32917;33108;36811;38685;42152	2265;2266;2267;2268;2269;2270;2271;2272	1;15;184;236;256;264;300;412
P11880	P11880	7	7	7	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		1	7	7	7	7	7	7	16.4	16.4	16.4	47.447	452	452	0	77.564	36885	44582	33248	40351	48361	33993	43590	41918	40284	39088	34889	42091	33864	41587	48114	34530	44509	42918	39888	37776	9	9	9	9	9	9	9	9	9	9	36885	44582	33248	40351	48361	33993	43590	41918	40284	39088	34889	42091	33864	41587	48114	34530	44509	42918	39888	37776	9	9	9	9	9	9	9	9	9	9	16.4	389420000	389420000	11				1150	859;1432;5775;12554;15536;16307;20545	True;True;True;True;True;True;True	967;1617;6513;14070;17776;18634;18635;23419	1506;1507;2513;9912;20690;26347;27613;27614;34671;34672	1925;1926;3183;12516;12517;25938;33000;34609;34610;43296;43297	1925;3183;12516;25938;33000;34609;43297	2273	439
P12008	P12008	15	15	15	Chorismate synthase	aroC		1	15	15	15	15	15	15	41	41	41	39.137	361	361	0	132.71	136490	140460	117060	140750	157890	118380	150310	146740	129410	124010	129080	132690	119470	144140	157690	120240	152800	149830	128580	120160	19	19	19	19	19	19	19	19	19	19	136490	140460	117060	140750	157890	118380	150310	146740	129410	124010	129080	132690	119470	144140	157690	120240	152800	149830	128580	120160	19	19	19	19	19	19	19	19	19	19	41	9938500000	9938500000	22				1151	891;1830;3788;4423;5937;6714;7798;7927;8198;8800;10148;15861;17189;18922;20521	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1010;2101;4287;4992;6689;6690;7568;8802;8937;9236;9902;11418;18147;19633;21587;23394	1563;3253;6642;7734;10163;10164;11386;13249;13250;13447;13900;13901;14914;17069;26895;29123;29124;32034;34637	1994;4148;8403;8404;9781;12833;12834;12835;14375;16685;16686;16687;16922;17505;17506;18858;21543;33722;36455;36456;40048;43256	1994;4148;8403;9781;12834;14375;16686;16922;17505;18858;21543;33722;36455;40048;43256	2274	314
